ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
0.498991889566555,0.3712945800574009,0.04803984546695323,-0.7918086890458887,1.990101457895504,0.9251830468830025,0.565242368401965,-0.3639337192360922,-0.17745664020537089
-0.6936470537927839,0.9350836488352774,-1.0160803923128716,0.8509166403229016,1.5685868376614855,-1.501693295666197,-2.169448216673508,-1.5731187397902524,-0.48650157997150895
0.9150492020791808,0.9807103371987301,0.8081922888665247,-0.5857141838170109,-0.4141368623237805,-0.8181371987690657,0.08540401872987374,-0.35019126789827093,0.5472018030989961
-0.22069838702160532,0.6712477566774585,-0.0018529616939436154,0.030737708261721147,0.17890726444503124,-0.6779545953435289,0.7748608094045737,0.4982165264748373,-0.09155431598693853
-0.38025839615855,0.17667328042109154,-0.5481560947625378,-0.571875045560358,-0.1910299728865817,0.6654785056253466,0.6864384883233134,-1.2573241268144502,-0.5447458287109421
0.44418055207735724,-0.42841306745514907,-0.24828211686451973,1.0870022344929609,1.299792250928188,0.7553741883462725,-1.6401357405983352,-0.5223918116239366,-0.5543061746974899
-0.20043799951189914,-1.291644718484583,-0.7264622086859202,-0.6455812420190337,0.2472744817502291,2.1014070822813364,0.8634318737941228,-0.6328001096278718,-1.2256427985383183
-0.1286922897485004,0.4284632168417802,-0.8665538076225667,0.0796294933209162,-0.45633148041712096,1.7609205540024928,0.5114187218220567,0.2797054589752143,0.16471444243168737
0.667975386727642,0.6911674340963224,1.0454685010208684,-0.21516812541143499,-1.8714904747740841,-0.20320073663565277,0.5874502624981233,0.29461857948045567,-2.549583138719957
0.11510754624043174,-1.0632170632547702,0.8461618501424377,-0.054765598471079174,0.44537826943170183,-0.6442134584345195,1.6656441337977679,1.292379963640754,-0.6103682780452397
-0.6340538996945326,1.148349408342098,0.6061851495910856,0.11325824948791184,-0.8554185711346532,0.7766170079010632,0.5309721628880876,-0.48163883269155233,-0.993905940254953
-0.46925194014263405,-0.47689899251259604,-0.5006815829562069,-0.40322525627791395,0.9086315187913071,-0.20183954551156244,-0.8113313221746161,0.03714100475533751,0.7233157385065923
1.0579562356818377,-2.504122964604553,0.18571450843257273,1.012532481017389,-0.020610211636628482,-1.3502705163322863,0.6936869323820358,-0.8379245909619091,-1.3817195291706768
0.40675906106700044,0.5840260775317674,0.393968858982446,-0.8312959002439837,-1.8123318704211404,0.01772450815179751,-0.7337158098409041,0.31430708105391203,-1.0763774337603735
0.8082674724313039,0.0009573933501123113,-0.31869216490645785,0.15103684314160265,0.24472334095095605,-0.48159497429510906,-0.03679132667939566,0.44160499778875933,1.8773618909816057
-0.18542776975864875,0.048896156115515926,1.5979691016908701,-0.04037028378365234,0.17390368402297793,0.5261158653195064,-1.0267507295139324,-0.48484154160192666,-0.5154620483535303
-0.3525094564234487,2.514880375518998,0.4133521803071764,-0.22952094219307997,0.8855775795119613,0.857621522801361,0.6949279303699011,0.8280123458535318,-0.463887944546047
0.9964428442009805,-1.112513291985553,0.20495007919249156,-1.7695951577388462,0.7092570013201565,0.773482733481671,-1.5915301029462448,0.08201409988827181,-1.4981617636093163
-0.08947087745187851,-0.7105541796682672,-0.20280404024897716,-0.26215789432058,-0.2717475839001667,-0.6602200107965355,1.7187125484828027,-0.21549805863698257,0.7554544257171217
0.44661562762112195,0.7090666096387607,1.01863352296144,-0.20368887946309577,-0.6653255084204571,-0.28276375107380836,-0.45934190260352475,0.26434098008015555,1.4488787934141052
0.8606693153701562,0.8059819308794026,0.22734180932517825,-1.2721163399223068,-0.20574193263511784,-0.5579983232477523,0.4803891317556993,0.006091494219534784,0.3350345908586935
-0.9133993135373246,-0.2892626277869847,-1.1068705561524135,0.7330864260488738,0.47596403904069134,1.8471517799689974,0.02576321076788659,0.625123078539646,-0.8068484690801193
0.564669998066137,-0.7098566565129848,-0.96289241749842,-0.10536339036186844,0.615057498856003,0.5369297474629354,0.6690393774164003,0.11502638518523794,-0.7683430534061786
0.4466373161997495,-0.3356638101739864,0.9931594537286611,0.5781408528169955,-0.2299780144228257,-1.402351709968653,0.8676266738817136,-0.396825927406334,1.5815320770486045
-0.06617953371508235,0.28025661098442683,0.5887913356711748,-1.927825507229917,-0.9527456201308797,1.0853931463711979,-1.5823121771743054,-1.142476000590066,0.12001049176507894
0.019990739446645367,-1.5553275530205828,-0.9891184584575244,0.49413672603947056,-0.7977660343251534,-1.5930780274444118,-0.46821721785075743,-1.0475747227573304,0.039847135555343575
0.5649891922211724,-0.7687620406866237,1.9774670626046178,-1.5046782284310019,0.5528450566384469,-0.5712513836501639,1.8020281818615869,1.967413121912787,-1.4884503095623451
0.6607847451238309,0.5606810405361972,0.6033982520063129,-0.4673087289681234,-2.150469562131031,0.7706136979567064,-0.5503471712720052,-0.04875226556827547,-0.8327039055018822
-0.7878492863589336,-0.9618063631070216,0.1294867044307277,0.2629555463920738,0.614738115252532,-0.32343337377103254,1.2411797628426882,0.8784531690673032,0.39350537207599967
-1.4424022641172618,-0.15487240407543598,0.1755180170670836,-0.16184701063148144,0.10410741304801985,-1.377682761635309,1.2163555539080757,-1.4319006051228544,-0.46215498956387546
-0.0369762272356268,0.7497155651703772,0.5257385782347238,-1.355028332446575,0.24999868484381532,-0.48125074428130726,2.0670407098589876,0.25769991643563195,1.1556113057031316
-0.7696045796619266,0.12381863992806348,1.3036508972200482,0.19618006162088275,-0.21917269600022954,-0.3455836922567668,-0.14407627709014578,-0.17066112704110792,-0.11448737383292583
-1.548166600488919,-0.4036400111687997,-0.03649497679115839,-1.4916450181671819,-0.48190470988128925,-0.2962087154578425,1.333614038141123,0.046511477285963956,0.7293305044051465
0.025159484307541186,-0.17135508978665753,-0.1400542846656442,1.9132486860572189,-0.9224425123927686,0.5331479493695699,-1.5312077458075135,-0.38726040392316485,1.275795386931999
0.7825612380433257,-2.374780483221363,-1.6144992334518369,1.2557661344703137,0.3809221564619749,1.8699480368441714,-0.38578098018599466,0.41747105162341314,0.1574443187516619
0.19181956023764407,-0.33184655788822187,-0.64162348594197,-1.1253526393856084,-0.4519200088717006,-0.10697615776630592,0.5314169124376649,-0.09412443491953107,0.5572087083997366
1.1710114543738157,-0.20058156114964976,-0.9545170526916666,0.018515792738620165,2.0026310163905916,-1.1047227175791707,1.2957706145636776,0.49444143174744376,-1.1804260040193242
-1.135630769370478,-1.3118604249676733,3.9938392942888012,0.48640739017857626,0.10004533751935239,0.8151977150561915,0.25585765046626774,-0.532747574790013,0.2569068091129747
0.5814495316884485,0.5070434454175357,-0.5843710427836528,-1.4828943877609508,-1.1078963588667656,0.6209301672986084,-0.02514562312963909,0.999957945149901,-0.49776303721515486
-0.984459919083228,2.0854916866655078,0.9102317747100857,-0.06368940857724378,-0.3724867200931499,1.2639439645620312,0.533217282850363,-2.2871366738567014,0.11954227503016655
-0.11620189694282512,-0.7160848596304394,-1.320339389954792,0.20041427297850578,1.1517285710430674,1.3679375117376167,-1.1744074874799344,-1.8526046416361288,-1.2024097230947894
-0.3105090717125277,1.851449698567538,-0.9273043328682501,-1.2711723891872342,-1.1643441897966897,-0.5314495240256472,1.049412905782968,-0.4923313389542964,0.007067746795760512
0.8286877937026346,0.7584514443976692,-0.6581954095541126,1.4756502187456395,0.3850374252083873,0.911400321570365,2.392957131886696,0.5787446426338763,-1.555473519105178
